hex,name,red,green,blue,hue,saturation,lightness,contrast_ratio,contrast_color
#AE809E,Bouquet,174,128,158,321,-0.15333333333333,151,6,#d3d3d3
#C71585,"Red Violet",199,21,133,322,-0.81651376146789,110,3,#d3d3d3
#997A8D,"Mountbatten Pink",153,122,141,323,-0.11355311355311,137.5,5,#d3d3d3
#33292F,Thunder,51,41,47,324,-0.11111111111111,46,1,#d3d3d3
#BB3385,"Medium Red Violet",187,51,133,324,-0.57627118644068,119,3,#d3d3d3
#F9EAF3,Amour,249,234,243,324,-0.031185031185031,241.5,18,#d3d3d3
#66023C,"Tyrian Purple",102,2,60,325,-0.98039215686275,52,1,#d3d3d3
#76395D,Cosmic,118,57,93,325,-0.35260115606936,87.5,2,#d3d3d3
#5C0536,"Mulberry Wood",92,5,54,326,-0.91578947368421,48.5,1,#d3d3d3
#AB0563,Lipstick,171,5,99,326,-0.95402298850575,88,2,#d3d3d3
#E292C0,Shocking,226,146,192,326,-0.21621621621622,186,9,#d3d3d3
#E4C2D5,Melanie,228,194,213,326,-0.080952380952381,211,13,#d3d3d3
#FBCCE7,"Classic Rose",251,204,231,326,-0.1037527593819,227.5,15,#d3d3d3
#FE28A2,"Persian Rose",254,40,162,326,-0.73287671232877,147,5,#d3d3d3
#FFE1F2,"Pale Rose",255,225,242,326,-0.062761506276151,240,17,#d3d3d3
#FFF1F9,Tutu,255,241,249,326,-0.02834008097166,248,19,#d3d3d3
#3A0020,Toledo,58,0,32,327,-1.0357142857143,29,1,#d3d3d3
#A50B5E,"Jazzberry Jam",165,11,94,328,-0.88505747126437,88,2,#d3d3d3
#C54B8C,Mulberry,197,75,140,328,-0.45185185185185,136,4,#d3d3d3
#D06DA1,Hopbush,208,109,161,328,-0.31428571428571,158.5,6,#d3d3d3
#F8C3DF,Chantilly,248,195,223,328,-0.12018140589569,221.5,14,#d3d3d3
#614051,Eggplant,97,64,81,329,-0.20754716981132,80.5,2,#d3d3d3
#800B47,"Rose Bud Cherry",128,11,71,329,-0.85401459854015,69.5,2,#d3d3d3
#871550,Disco,135,21,80,329,-0.74025974025974,78,2,#d3d3d3
#894367,"Cannon Pink",137,67,103,329,-0.34653465346535,102,3,#d3d3d3
#AB3472,"Royal Heath",171,52,114,329,-0.53846153846154,111.5,3,#d3d3d3
#E79FC4,Kobi,231,159,196,329,-0.18556701030928,195,10,#d3d3d3
#F653A6,"Brilliant Rose",246,83,166,329,-0.49847094801223,164.5,6,#d3d3d3
#F77FBE,"Persian Pink",247,127,190,329,-0.32258064516129,187,8,#d3d3d3
#F8D9E9,Cherub,248,217,233,329,-0.06695464362851,232.5,16,#d3d3d3
#F9E0ED,"Carousel Pink",249,224,237,329,-0.05307855626327,236.5,17,#d3d3d3
#CC0066,"Rose Madder (or Medium Violet Red)",204,0,102,330,-1.009900990099,102,3,#d3d3d3
#660033,"Dark Olive Green",102,0,51,330,-1.02,51,1,#d3d3d3
#FF99CC,"Light Pink",255,153,204,330,-0.2512315270936,204,10,#d3d3d3
#CC6699,"Light Pink",204,102,153,330,-0.33552631578947,153,5,#d3d3d3
#993366,Violet,153,51,102,330,-0.5049504950495,102,2,#d3d3d3
#C3BFC1,"Pale Slate",195,191,193,330,-0.010416666666667,193,11,#d3d3d3
#DA3287,Cerise,218,50,135,330,-0.63157894736842,134,4,#d3d3d3
#FF007F,Rose,255,0,127,330,-1.0079051383399,127.5,5,#d3d3d3
#FF3399,"Wild Strawberry",255,51,153,330,-0.67105263157895,153,6,#d3d3d3
#FF69B4,"Hot Pink",255,105,180,330,-0.41899441340782,180,7,#d3d3d3
#A23B6C,Rouge,162,59,108,331,-0.4703196347032,110.5,3,#d3d3d3
#692545,"Tawny Port",105,37,69,332,-0.48571428571429,71,1,#d3d3d3
#7A013A,Siren,122,1,58,332,-1,61.5,1,#d3d3d3
#FBAED2,"Lavender Pink",251,174,210,332,-0.18203309692671,212.5,12,#d3d3d3
#FBBEDA,Cupid,251,190,218,332,-0.13895216400911,220.5,13,#d3d3d3
#B6316C,Hibiscus,182,49,108,333,-0.58078602620087,115.5,3,#d3d3d3
#F6A4C9,Illusion,246,164,201,333,-0.20098039215686,205,11,#d3d3d3
#B05E81,Tapestry,176,94,129,334,-0.30597014925373,135,4,#d3d3d3
#CB8FA9,Viola,203,143,169,334,-0.17441860465116,173,8,#d3d3d3
#67032D,"Black Rose",103,3,45,335,-0.96153846153846,53,1,#d3d3d3
#FEEBF3,Remy,254,235,243,335,-0.039014373716632,244.5,18,#d3d3d3
#FFB7D5,"Cotton Candy",255,183,213,335,-0.1651376146789,219,13,#d3d3d3
#FF0066,"Fuchsia Pink",255,0,102,336,-1.0079051383399,127.5,5,#d3d3d3
#591D35,"Wine Berry",89,29,53,336,-0.51724137931034,59,1,#d3d3d3
#893456,Camelot,137,52,86,336,-0.45454545454545,94.5,2,#d3d3d3
#983D61,"Vin Rouge",152,61,97,336,-0.43127962085308,106.5,3,#d3d3d3
#F7DBE6,"We Peep",247,219,230,336,-0.060344827586207,233,16,#d3d3d3
#FEF4F8,"Wisp Pink",254,244,248,336,-0.020161290322581,249,19,#d3d3d3
#FFA6C9,"Carnation Pink",255,166,201,336,-0.21241050119332,210.5,11,#d3d3d3
#52001F,Castro,82,0,31,337,-1.025,41,1,#d3d3d3
#7F626D,Falcon,127,98,109,337,-0.13004484304933,112.5,3,#d3d3d3
#F7468A,"Violet Red",247,70,138,337,-0.56190476190476,158.5,6,#d3d3d3
#F7C8DA,Azalea,247,200,218,337,-0.10561797752809,223.5,14,#d3d3d3
#E30B5C,Razzmatazz,227,11,92,338,-0.91525423728814,119,4,#d3d3d3
#F64A8A,"French Rose",246,74,138,338,-0.54088050314465,160,6,#d3d3d3
#FDD7E4,"Pig Pink",253,215,228,339,-0.081545064377682,234,16,#d3d3d3
#990033,"Chocolate Brown",153,0,51,340,-1.0132450331126,76.5,2,#d3d3d3
#FF6699,"Rose Pink",255,102,153,340,-0.43098591549296,178.5,7,#d3d3d3
#5C0120,Bordeaux,92,1,32,340,-1,46.5,1,#d3d3d3
#D47494,Charm,212,116,148,340,-0.29447852760736,164,6,#d3d3d3
#EA88A8,Carissma,234,136,168,340,-0.26630434782609,185,8,#d3d3d3
#FFF0F5,"Lavender blush",255,240,245,340,-0.030425963488844,247.5,19,#d3d3d3
#4E3B41,Matterhorn,78,59,65,341,-0.14074074074074,68.5,1,#d3d3d3
#B44668,Blush,180,70,104,341,-0.44354838709677,125,4,#d3d3d3
#E47698,"Deep Blush",228,118,152,341,-0.31976744186047,173,7,#d3d3d3
#5D4C51,"Don Juan",93,76,81,342,-0.10179640718563,84.5,2,#d3d3d3
#695F62,Scorpion,105,95,98,342,-0.050505050505051,100,3,#d3d3d3
#AA375A,"Night Shadz",170,55,90,342,-0.51569506726457,112.5,3,#d3d3d3
#B04C6A,Cadillac,176,76,106,342,-0.4,126,4,#d3d3d3
#DB5079,Cranberry,219,80,121,342,-0.46801346801347,149.5,5,#d3d3d3
#FC80A5,"Tickle Me Pink",252,128,165,342,-0.32804232804233,190,8,#d3d3d3
#7F1734,Claret,127,23,52,343,-0.7027027027027,75,2,#d3d3d3
#817377,Empress,129,115,119,343,-0.057851239669421,122,4,#d3d3d3
#D591A4,"Can Can",213,145,164,343,-0.19101123595506,179,8,#d3d3d3
#D94972,Cabaret,217,73,114,343,-0.5,145,5,#d3d3d3
#DE3163,"Cerise Red",222,49,99,343,-0.64312267657993,135.5,4,#d3d3d3
#514649,Emperor,81,70,73,344,-0.073825503355705,75.5,2,#d3d3d3
#8D0226,Paprika,141,2,38,344,-0.98581560283688,71.5,2,#d3d3d3
#4A4244,Tundora,74,66,68,345,-0.057971014492754,70,2,#d3d3d3
#AE4560,"Hippie Pink",174,69,96,345,-0.4356846473029,121.5,3,#d3d3d3
#CC8899,Puce,204,136,153,345,-0.20118343195266,170,7,#d3d3d3
#E1C0C8,"Pink Flare",225,192,200,345,-0.079518072289157,208.5,12,#d3d3d3
#F091A9,Mauvelous,240,145,169,345,-0.24804177545692,192.5,9,#d3d3d3
#F5EDEF,"Soft Peach",245,237,239,345,-0.016666666666667,241,18,#d3d3d3
#B20931,Shiraz,178,9,49,346,-0.91351351351351,93.5,2,#d3d3d3
#C32148,"Maroon Flush",195,33,72,346,-0.71681415929204,114,3,#d3d3d3
#D29EAA,"Careys Pink",210,158,170,346,-0.14207650273224,184,9,#d3d3d3
#ED0A3F,"Red Ribbon",237,10,63,346,-0.9265306122449,123.5,4,#d3d3d3
#F3D9DF,"Vanilla Ice",243,217,223,346,-0.056768558951965,230,15,#d3d3d3
#FFD1DC,"Pastel Pink",255,209,220,346,-0.0995670995671,232,15,#d3d3d3
#4D0A18,"Cab Sav",77,10,24,347,-0.78823529411765,43.5,1,#d3d3d3
#8B0723,Monarch,139,7,35,347,-0.91666666666667,73,2,#d3d3d3
#900020,Burgundy,144,0,32,347,-1.0140845070423,72,2,#d3d3d3
#B57281,"Turkish Rose",181,114,129,347,-0.22866894197952,147.5,5,#d3d3d3
#BEB5B7,"Pink Swan",190,181,183,347,-0.024390243902439,185.5,10,#d3d3d3
#DC143C,Crimson,220,20,60,348,-0.84033613445378,120,4,#d3d3d3
#DCB4BC,Blossom,220,180,188,348,-0.10050251256281,200,11,#d3d3d3
#E52B50,Amaranth,229,43,80,348,-0.68888888888889,136,4,#d3d3d3
#E5E0E1,"Bon Jour",229,224,225,348,-0.011086474501109,226.5,16,#d3d3d3
#FB607F,"Brink Pink",251,96,127,348,-0.44927536231884,173.5,7,#d3d3d3
#FF355E,"Radical Red",255,53,94,348,-0.66013071895425,154,5,#d3d3d3
#3B000B,Temptress,59,0,11,349,-1.0350877192982,29.5,1,#d3d3d3
#8F021C,Pohutukawa,143,2,28,349,-0.98601398601399,72.5,2,#d3d3d3
#A8989B,"Dusty Gray",168,152,155,349,-0.050314465408805,160,7,#d3d3d3
#F19BAB,Wewak,241,155,171,349,-0.21827411167513,198,10,#d3d3d3
#FD5B78,"Wild Watermelon",253,91,120,349,-0.47368421052632,172,6,#d3d3d3
#4D282E,"Livid Brown",77,40,46,350,-0.32173913043478,58.5,1,#d3d3d3
#960018,Carmine,150,0,24,350,-1.0135135135135,75,2,#d3d3d3
#C41E3A,Cardinal,196,30,58,350,-0.74107142857143,113,3,#d3d3d3
#FD0E35,"Torch Red",253,14,53,350,-0.90188679245283,133.5,5,#d3d3d3
#FF91A4,"Pink Salmon",255,145,164,350,-0.27638190954774,200,9,#d3d3d3
#FFC0CB,Pink,255,192,203,350,-0.14157303370787,223.5,13,#d3d3d3
#520C17,"Maroon Oak",82,12,23,351,-0.76086956521739,47,1,#d3d3d3
#685558,Zambezi,104,85,88,351,-0.10160427807487,94.5,3,#d3d3d3
#816E71,"Spicy Pink",129,110,113,351,-0.080168776371308,119.5,4,#d3d3d3
#3B0910,Aubergine,59,9,16,352,-0.75757575757576,34,1,#d3d3d3
#4D282D,Cowboy,77,40,45,352,-0.32173913043478,58.5,1,#d3d3d3
#893843,"Solid Pink",137,56,67,352,-0.42408376963351,96.5,2,#d3d3d3
#950015,Scarlett,149,0,21,352,-1.0136054421769,74.5,2,#d3d3d3
#C62D42,"Brick Red",198,45,66,352,-0.63485477178423,121.5,3,#d3d3d3
#C7031E,Monza,199,3,30,352,-0.98,101,3,#d3d3d3
#65000B,Rosewood,101,0,11,353,-1.020202020202,50.5,1,#d3d3d3
#72010F,"Venetian Red",114,1,15,353,-1,57.5,1,#d3d3d3
#860111,"Red Devil",134,1,17,353,-1,67.5,2,#d3d3d3
#98777B,Bazaar,152,119,123,353,-0.12267657992565,135.5,5,#d3d3d3
#E25465,Mandy,226,84,101,353,-0.46103896103896,155,5,#d3d3d3
#F57584,Froly,245,117,132,353,-0.35555555555556,181,7,#d3d3d3
#831923,Merlot,131,25,35,354,-0.68831168831169,78,2,#d3d3d3
#E32636,"Alizarin Crimson",227,38,54,355,-0.71863117870722,132.5,4,#d3d3d3
#780109,"Japanese Maple",120,1,9,356,-1,60.5,1,#d3d3d3
#92000A,Sangria,146,0,10,356,-1.0138888888889,73,2,#d3d3d3
#ED989E,"Sea Pink",237,152,158,356,-0.21963824289406,194.5,9,#d3d3d3
#F95A61,Carnation,249,90,97,357,-0.47181008902077,169.5,6,#d3d3d3
#462425,"Crater Brown",70,36,37,358,-0.32692307692308,53,1,#d3d3d3
#541012,Heath,84,16,18,358,-0.69387755102041,50,1,#d3d3d3
#704F50,Ferra,112,79,80,358,-0.17460317460317,95.5,2,#d3d3d3
#8E6F70,Opium,142,111,112,358,-0.12350597609562,126.5,4,#d3d3d3
#9C3336,Stiletto,156,51,54,358,-0.51219512195122,103.5,2,#d3d3d3
#FD9FA2,"Sweet Pink",253,159,162,358,-0.22926829268293,206,10,#d3d3d3
#FFB1B3,Sundown,255,177,179,358,-0.18139534883721,216,12,#d3d3d3
#FFD8D9,Cosmos,255,216,217,358,-0.083155650319829,235.5,16,#d3d3d3
#480607,"Bulgarian Rose",72,6,7,359,-0.86842105263158,39,1,#d3d3d3
#622F30,Buccaneer,98,47,48,359,-0.35664335664336,72.5,1,#d3d3d3
#C08081,"Old Rose",192,128,129,359,-0.20125786163522,160,6,#d3d3d3
#CA3435,"Flush Mahogany",202,52,53,360,-0.5952380952381,127,4,#d3d3d3
